original,filename,size,path,width,height,alt,file_size_kb
SELECTS_PEPPER_2025-2.jpg,concert-crowd-cheering-augustine-amphitheatre-st-augustine-2-1920w.webp,large,concert-crowd-cheering-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,2400,"Excited concert crowd cheering with raised hands and enthusiastic expressions at Augustine Amphitheatre in St. Augustine, Florida",980.0
SELECTS_PEPPER_2025-2.jpg,concert-crowd-cheering-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,concert-crowd-cheering-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,1500,"Excited concert crowd cheering with raised hands and enthusiastic expressions at Augustine Amphitheatre in St. Augustine, Florida",293.9
SELECTS_PEPPER_2025-2.jpg,concert-crowd-cheering-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,concert-crowd-cheering-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"Excited concert crowd cheering with raised hands and enthusiastic expressions at Augustine Amphitheatre in St. Augustine, Florida",24.2
SELECTS_PEPPER_2025-3.jpg,backyard-stage-augustine-amphitheatre-venue-1920w.webp,large,backyard-stage-augustine-amphitheatre-venue-1920w.webp,1920,2400,"Backyard Stage sign hanging under covered venue structure at Augustine Amphitheatre in St. Augustine, Florida",463.1
SELECTS_PEPPER_2025-3.jpg,backyard-stage-augustine-amphitheatre-venue-1200w.webp,medium,backyard-stage-augustine-amphitheatre-venue-1200w.webp,1200,1500,"Backyard Stage sign hanging under covered venue structure at Augustine Amphitheatre in St. Augustine, Florida",153.7
SELECTS_PEPPER_2025-3.jpg,backyard-stage-augustine-amphitheatre-venue-400w.webp,thumb,backyard-stage-augustine-amphitheatre-venue-400w.webp,400,500,"Backyard Stage sign hanging under covered venue structure at Augustine Amphitheatre in St. Augustine, Florida",17.5
SELECTS_PEPPER_2025-5.jpg,musicians-performing-augustine-amphitheatre-st-augustine-1920w.webp,large,musicians-performing-augustine-amphitheatre-st-augustine-1920w.webp,1920,2400,"Two musicians with guitars performing on stage at Augustine Amphitheatre in St. Augustine, Florida",947.1
SELECTS_PEPPER_2025-5.jpg,musicians-performing-augustine-amphitheatre-st-augustine-1200w.webp,medium,musicians-performing-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Two musicians with guitars performing on stage at Augustine Amphitheatre in St. Augustine, Florida",281.0
SELECTS_PEPPER_2025-5.jpg,musicians-performing-augustine-amphitheatre-st-augustine-400w.webp,thumb,musicians-performing-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Two musicians with guitars performing on stage at Augustine Amphitheatre in St. Augustine, Florida",21.2
SELECTS_PEPPER_2025-7.jpg,selects-pepper-2025-guitar-performance-augustine-amphitheatre-2-1920w.webp,large,selects-pepper-2025-guitar-performance-augustine-amphitheatre-2-1920w.webp,1920,2400,"Selects Pepper 2025 performs with electric guitar under colorful stage lighting at Augustine Amphitheatre in St. Augustine, Florida",1179.3
SELECTS_PEPPER_2025-7.jpg,selects-pepper-2025-guitar-performance-augustine-amphitheatre-2-1200w.webp,medium,selects-pepper-2025-guitar-performance-augustine-amphitheatre-2-1200w.webp,1200,1500,"Selects Pepper 2025 performs with electric guitar under colorful stage lighting at Augustine Amphitheatre in St. Augustine, Florida",390.7
SELECTS_PEPPER_2025-7.jpg,selects-pepper-2025-guitar-performance-augustine-amphitheatre-2-400w.webp,thumb,selects-pepper-2025-guitar-performance-augustine-amphitheatre-2-400w.webp,400,500,"Selects Pepper 2025 performs with electric guitar under colorful stage lighting at Augustine Amphitheatre in St. Augustine, Florida",38.9
SOL REVUE-5.jpg,sol-revue-live-performance-augustine-amphitheatre-1920w.webp,large,sol-revue-live-performance-augustine-amphitheatre-1920w.webp,1920,2399,"Sol Revue performing with guitar and microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",947.4
SOL REVUE-5.jpg,sol-revue-live-performance-augustine-amphitheatre-1200w.webp,medium,sol-revue-live-performance-augustine-amphitheatre-1200w.webp,1200,1499,"Sol Revue performing with guitar and microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",217.1
SOL REVUE-5.jpg,sol-revue-live-performance-augustine-amphitheatre-400w.webp,thumb,sol-revue-live-performance-augustine-amphitheatre-400w.webp,400,499,"Sol Revue performing with guitar and microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",18.7
SOL REVUE-7.jpg,sol-revue-live-performance-augustine-amphitheatre-2-1920w.webp,large,sol-revue-live-performance-augustine-amphitheatre-2-1920w.webp,1920,1079,"Sol Revue performing with microphone on stage with purple lighting at Augustine Amphitheatre in St. Augustine, Florida",370.9
SOL REVUE-7.jpg,sol-revue-live-performance-augustine-amphitheatre-2-1200w.webp,medium,sol-revue-live-performance-augustine-amphitheatre-2-1200w.webp,1200,674,"Sol Revue performing with microphone on stage with purple lighting at Augustine Amphitheatre in St. Augustine, Florida",82.4
SOL REVUE-7.jpg,sol-revue-live-performance-augustine-amphitheatre-2-400w.webp,thumb,sol-revue-live-performance-augustine-amphitheatre-2-400w.webp,400,224,"Sol Revue performing with microphone on stage with purple lighting at Augustine Amphitheatre in St. Augustine, Florida",10.8
Slowdive_1.jpg,slowdive-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,slowdive-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Slowdive performs live with dramatic lighting before packed crowd at Augustine Amphitheatre in St. Augustine, Florida",163.8
Slowdive_1.jpg,slowdive-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,slowdive-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Slowdive performs live with dramatic lighting before packed crowd at Augustine Amphitheatre in St. Augustine, Florida",163.8
Slowdive_1.jpg,slowdive-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,slowdive-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Slowdive performs live with dramatic lighting before packed crowd at Augustine Amphitheatre in St. Augustine, Florida",28.8
Slowdive_2.jpg,slowdive-guitarist-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,slowdive-guitarist-performance-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Slowdive guitarist performing under dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",118.2
Slowdive_2.jpg,slowdive-guitarist-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,slowdive-guitarist-performance-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Slowdive guitarist performing under dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",118.2
Slowdive_2.jpg,slowdive-guitarist-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,slowdive-guitarist-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Slowdive guitarist performing under dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",12.9
Slowdive_3.jpg,slowdive-concert-augustine-amphitheatre-st-augustine-1920w.webp,large,slowdive-concert-augustine-amphitheatre-st-augustine-1920w.webp,1080,1350,"Slowdive guitarist performs under dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",341.1
Slowdive_3.jpg,slowdive-concert-augustine-amphitheatre-st-augustine-1200w.webp,medium,slowdive-concert-augustine-amphitheatre-st-augustine-1200w.webp,1080,1350,"Slowdive guitarist performs under dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",341.1
Slowdive_3.jpg,slowdive-concert-augustine-amphitheatre-st-augustine-400w.webp,thumb,slowdive-concert-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Slowdive guitarist performs under dramatic blue stage lighting at Augustine Amphitheatre in St. Augustine, Florida",26.2
Slowdive_9.jpg,slowdive-concert-augustine-amphitheatre-st-augustine-2-1920w.webp,large,slowdive-concert-augustine-amphitheatre-st-augustine-2-1920w.webp,1080,1350,"Slowdive performs on stage with dramatic green lighting and packed audience at Augustine Amphitheatre in St. Augustine, Florida",267.2
Slowdive_9.jpg,slowdive-concert-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,slowdive-concert-augustine-amphitheatre-st-augustine-2-1200w.webp,1080,1350,"Slowdive performs on stage with dramatic green lighting and packed audience at Augustine Amphitheatre in St. Augustine, Florida",267.2
Slowdive_9.jpg,slowdive-concert-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,slowdive-concert-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"Slowdive performs on stage with dramatic green lighting and packed audience at Augustine Amphitheatre in St. Augustine, Florida",35.1
Theivery Corp_2025_-1.jpg,thievery-corp-2025-guitarist-augustine-amphitheatre-st-augustine-1920w.webp,large,thievery-corp-2025-guitarist-augustine-amphitheatre-st-augustine-1920w.webp,1920,2400,"Thievery Corp 2025 guitarist performing with red electric guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",720.9
Theivery Corp_2025_-1.jpg,thievery-corp-2025-guitarist-augustine-amphitheatre-st-augustine-1200w.webp,medium,thievery-corp-2025-guitarist-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Thievery Corp 2025 guitarist performing with red electric guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",202.4
Theivery Corp_2025_-1.jpg,thievery-corp-2025-guitarist-augustine-amphitheatre-st-augustine-400w.webp,thumb,thievery-corp-2025-guitarist-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Thievery Corp 2025 guitarist performing with red electric guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",28.5
Theivery Corp_2025_-11.jpg,thievery-corp-2025-live-performance-augustine-amphitheatre-1920w.webp,large,thievery-corp-2025-live-performance-augustine-amphitheatre-1920w.webp,1920,2400,"Thievery Corp 2025 performer singing on stage with colorful light projections at Augustine Amphitheatre in St. Augustine, Florida",894.4
Theivery Corp_2025_-11.jpg,thievery-corp-2025-live-performance-augustine-amphitheatre-1200w.webp,medium,thievery-corp-2025-live-performance-augustine-amphitheatre-1200w.webp,1200,1500,"Thievery Corp 2025 performer singing on stage with colorful light projections at Augustine Amphitheatre in St. Augustine, Florida",316.3
Theivery Corp_2025_-11.jpg,thievery-corp-2025-live-performance-augustine-amphitheatre-400w.webp,thumb,thievery-corp-2025-live-performance-augustine-amphitheatre-400w.webp,400,500,"Thievery Corp 2025 performer singing on stage with colorful light projections at Augustine Amphitheatre in St. Augustine, Florida",53.8
Theivery Corp_2025_-12.jpg,thievery-corp-2025-augustine-amphitheatre-performance-1920w.webp,large,thievery-corp-2025-augustine-amphitheatre-performance-1920w.webp,1920,2400,"Thievery Corp 2025 performer singing on stage with dramatic yellow lighting at Augustine Amphitheatre in St. Augustine, Florida",1145.6
Theivery Corp_2025_-12.jpg,thievery-corp-2025-augustine-amphitheatre-performance-1200w.webp,medium,thievery-corp-2025-augustine-amphitheatre-performance-1200w.webp,1200,1500,"Thievery Corp 2025 performer singing on stage with dramatic yellow lighting at Augustine Amphitheatre in St. Augustine, Florida",349.7
Theivery Corp_2025_-12.jpg,thievery-corp-2025-augustine-amphitheatre-performance-400w.webp,thumb,thievery-corp-2025-augustine-amphitheatre-performance-400w.webp,400,500,"Thievery Corp 2025 performer singing on stage with dramatic yellow lighting at Augustine Amphitheatre in St. Augustine, Florida",43.1
Theivery Corp_2025_-3.jpg,thievery-corp-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,thievery-corp-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1280,"Thievery Corp 2025 performing live on stage with blue lighting at Augustine Amphitheatre in St. Augustine, Florida",377.6
Theivery Corp_2025_-3.jpg,thievery-corp-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,thievery-corp-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,800,"Thievery Corp 2025 performing live on stage with blue lighting at Augustine Amphitheatre in St. Augustine, Florida",144.1
Theivery Corp_2025_-3.jpg,thievery-corp-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,thievery-corp-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Thievery Corp 2025 performing live on stage with blue lighting at Augustine Amphitheatre in St. Augustine, Florida",22.9
Theivery Corp_2025_-4.jpg,thievery-corp-2025-augustine-amphitheatre-performance-2-1920w.webp,large,thievery-corp-2025-augustine-amphitheatre-performance-2-1920w.webp,1920,1535,"Thievery Corp 2025 performer singing with microphone and extended hand at Augustine Amphitheatre in St. Augustine, Florida",333.9
Theivery Corp_2025_-4.jpg,thievery-corp-2025-augustine-amphitheatre-performance-2-1200w.webp,medium,thievery-corp-2025-augustine-amphitheatre-performance-2-1200w.webp,1200,959,"Thievery Corp 2025 performer singing with microphone and extended hand at Augustine Amphitheatre in St. Augustine, Florida",127.5
Theivery Corp_2025_-4.jpg,thievery-corp-2025-augustine-amphitheatre-performance-2-400w.webp,thumb,thievery-corp-2025-augustine-amphitheatre-performance-2-400w.webp,400,319,"Thievery Corp 2025 performer singing with microphone and extended hand at Augustine Amphitheatre in St. Augustine, Florida",28.1
Theivery Corp_2025_-6.jpg,thievery-corp-2025-augustine-amphitheatre-performance-3-1920w.webp,large,thievery-corp-2025-augustine-amphitheatre-performance-3-1920w.webp,1920,2400,"Thievery Corp 2025 performer pointing upward while singing on stage at Augustine Amphitheatre in St. Augustine, Florida",639.4
Theivery Corp_2025_-6.jpg,thievery-corp-2025-augustine-amphitheatre-performance-3-1200w.webp,medium,thievery-corp-2025-augustine-amphitheatre-performance-3-1200w.webp,1200,1500,"Thievery Corp 2025 performer pointing upward while singing on stage at Augustine Amphitheatre in St. Augustine, Florida",189.1
Theivery Corp_2025_-6.jpg,thievery-corp-2025-augustine-amphitheatre-performance-3-400w.webp,thumb,thievery-corp-2025-augustine-amphitheatre-performance-3-400w.webp,400,500,"Thievery Corp 2025 performer pointing upward while singing on stage at Augustine Amphitheatre in St. Augustine, Florida",33.8
Theivery Corp_2025_-7.jpg,theivery-corp-guitarist-augustine-amphitheatre-performance-1920w.webp,large,theivery-corp-guitarist-augustine-amphitheatre-performance-1920w.webp,1920,2400,"Theivery Corp 2025 guitarist performing with red guitar under colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",921.6
Theivery Corp_2025_-7.jpg,theivery-corp-guitarist-augustine-amphitheatre-performance-1200w.webp,medium,theivery-corp-guitarist-augustine-amphitheatre-performance-1200w.webp,1200,1500,"Theivery Corp 2025 guitarist performing with red guitar under colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",320.2
Theivery Corp_2025_-7.jpg,theivery-corp-guitarist-augustine-amphitheatre-performance-400w.webp,thumb,theivery-corp-guitarist-augustine-amphitheatre-performance-400w.webp,400,500,"Theivery Corp 2025 guitarist performing with red guitar under colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",44.3
Theivery Corp_2025_-9.jpg,thievery-corporation-guitarist-augustine-amphitheatre-st-augustine-1920w.webp,large,thievery-corporation-guitarist-augustine-amphitheatre-st-augustine-1920w.webp,1920,2400,"Thievery Corporation guitarist performing with red guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",625.0
Theivery Corp_2025_-9.jpg,thievery-corporation-guitarist-augustine-amphitheatre-st-augustine-1200w.webp,medium,thievery-corporation-guitarist-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Thievery Corporation guitarist performing with red guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",242.2
Theivery Corp_2025_-9.jpg,thievery-corporation-guitarist-augustine-amphitheatre-st-augustine-400w.webp,thumb,thievery-corporation-guitarist-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Thievery Corporation guitarist performing with red guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",41.8
Thievery Corporation - 1.jpg,thievery-corporation-conductor-augustine-amphitheatre-1920w.webp,large,thievery-corporation-conductor-augustine-amphitheatre-1920w.webp,1080,1350,"Thievery Corporation conductor performing with dynamic motion blur at Augustine Amphitheatre in St. Augustine, Florida",65.3
Thievery Corporation - 1.jpg,thievery-corporation-conductor-augustine-amphitheatre-1200w.webp,medium,thievery-corporation-conductor-augustine-amphitheatre-1200w.webp,1080,1350,"Thievery Corporation conductor performing with dynamic motion blur at Augustine Amphitheatre in St. Augustine, Florida",65.3
Thievery Corporation - 1.jpg,thievery-corporation-conductor-augustine-amphitheatre-400w.webp,thumb,thievery-corporation-conductor-augustine-amphitheatre-400w.webp,400,500,"Thievery Corporation conductor performing with dynamic motion blur at Augustine Amphitheatre in St. Augustine, Florida",18.2
Thievery Corporation-12.jpg,thievery-corporation-live-augustine-amphitheatre-st-augustine-1920w.webp,large,thievery-corporation-live-augustine-amphitheatre-st-augustine-1920w.webp,1920,2400,"Female performer singing with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",959.2
Thievery Corporation-12.jpg,thievery-corporation-live-augustine-amphitheatre-st-augustine-1200w.webp,medium,thievery-corporation-live-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Female performer singing with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",222.2
Thievery Corporation-12.jpg,thievery-corporation-live-augustine-amphitheatre-st-augustine-400w.webp,thumb,thievery-corporation-live-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Female performer singing with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",18.1
Thievery Corporation-13.jpg,thievery-corporation-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,thievery-corporation-performance-augustine-amphitheatre-st-augustine-1920w.webp,1920,1280,"Thievery Corporation performer singing with microphone in colorful patterned shirt at Augustine Amphitheatre in St. Augustine, Florida",400.6
Thievery Corporation-13.jpg,thievery-corporation-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,thievery-corporation-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,800,"Thievery Corporation performer singing with microphone in colorful patterned shirt at Augustine Amphitheatre in St. Augustine, Florida",101.7
Thievery Corporation-13.jpg,thievery-corporation-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,thievery-corporation-performance-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Thievery Corporation performer singing with microphone in colorful patterned shirt at Augustine Amphitheatre in St. Augustine, Florida",17.9
Thievery Corporation-15.jpg,thievery-corporation-live-augustine-amphitheatre-st-augustine-2-1920w.webp,large,thievery-corporation-live-augustine-amphitheatre-st-augustine-2-1920w.webp,1920,2880,"Thievery Corporation performer singing passionately under colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",1228.8
Thievery Corporation-15.jpg,thievery-corporation-live-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,thievery-corporation-live-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,1800,"Thievery Corporation performer singing passionately under colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",306.0
Thievery Corporation-15.jpg,thievery-corporation-live-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,thievery-corporation-live-augustine-amphitheatre-st-augustine-2-400w.webp,400,600,"Thievery Corporation performer singing passionately under colorful stage lights at Augustine Amphitheatre in St. Augustine, Florida",31.6
Thievery Corporation-16.jpg,thievery-corporation-bassist-augustine-amphitheatre-performance-1920w.webp,large,thievery-corporation-bassist-augustine-amphitheatre-performance-1920w.webp,1920,2400,"Thievery Corporation musician performing with bass guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",1097.9
Thievery Corporation-16.jpg,thievery-corporation-bassist-augustine-amphitheatre-performance-1200w.webp,medium,thievery-corporation-bassist-augustine-amphitheatre-performance-1200w.webp,1200,1500,"Thievery Corporation musician performing with bass guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",440.7
Thievery Corporation-16.jpg,thievery-corporation-bassist-augustine-amphitheatre-performance-400w.webp,thumb,thievery-corporation-bassist-augustine-amphitheatre-performance-400w.webp,400,500,"Thievery Corporation musician performing with bass guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",32.5
Thievery Corporation-17.jpg,thievery-corporation-live-performance-augustine-amphitheatre-1920w.webp,large,thievery-corporation-live-performance-augustine-amphitheatre-1920w.webp,1920,1536,"Thievery Corporation performs live on outdoor stage at Augustine Amphitheatre in St. Augustine, Florida",689.7
Thievery Corporation-17.jpg,thievery-corporation-live-performance-augustine-amphitheatre-1200w.webp,medium,thievery-corporation-live-performance-augustine-amphitheatre-1200w.webp,1200,960,"Thievery Corporation performs live on outdoor stage at Augustine Amphitheatre in St. Augustine, Florida",200.4
Thievery Corporation-17.jpg,thievery-corporation-live-performance-augustine-amphitheatre-400w.webp,thumb,thievery-corporation-live-performance-augustine-amphitheatre-400w.webp,400,320,"Thievery Corporation performs live on outdoor stage at Augustine Amphitheatre in St. Augustine, Florida",32.1
Thievery Corporation-21.jpg,thievery-corporation-crowd-augustine-amphitheatre-st-augustine-1920w.webp,large,thievery-corporation-crowd-augustine-amphitheatre-st-augustine-1920w.webp,1920,1280,"Enthusiastic crowd cheering with raised hands during live performance at Augustine Amphitheatre in St. Augustine, Florida",331.4
Thievery Corporation-21.jpg,thievery-corporation-crowd-augustine-amphitheatre-st-augustine-1200w.webp,medium,thievery-corporation-crowd-augustine-amphitheatre-st-augustine-1200w.webp,1200,800,"Enthusiastic crowd cheering with raised hands during live performance at Augustine Amphitheatre in St. Augustine, Florida",70.7
Thievery Corporation-21.jpg,thievery-corporation-crowd-augustine-amphitheatre-st-augustine-400w.webp,thumb,thievery-corporation-crowd-augustine-amphitheatre-st-augustine-400w.webp,400,266,"Enthusiastic crowd cheering with raised hands during live performance at Augustine Amphitheatre in St. Augustine, Florida",15.6
WALLOWS_00.JPG,wallows-bassist-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,wallows-bassist-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1638,2048,"Wallows bassist performing energetically on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",755.1
WALLOWS_00.JPG,wallows-bassist-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,wallows-bassist-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Wallows bassist performing energetically on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",364.4
WALLOWS_00.JPG,wallows-bassist-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,wallows-bassist-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Wallows bassist performing energetically on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",32.4
WALLOWS_01.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,wallows-live-performance-augustine-amphitheatre-st-augustine-1920w.webp,1638,2048,"Wallows lead singer performs energetically with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",870.8
WALLOWS_01.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,wallows-live-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Wallows lead singer performs energetically with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",390.1
WALLOWS_01.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,wallows-live-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Wallows lead singer performs energetically with microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",36.9
WALLOWS_02.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,large,wallows-live-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,1638,2048,"Wallows performer singing into microphone wearing white flowing outfit at Augustine Amphitheatre in St. Augustine, Florida",821.3
WALLOWS_02.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,wallows-live-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,1500,"Wallows performer singing into microphone wearing white flowing outfit at Augustine Amphitheatre in St. Augustine, Florida",355.6
WALLOWS_02.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-2-400w.webp,thumb,wallows-live-performance-augustine-amphitheatre-st-augustine-2-400w.webp,400,500,"Wallows performer singing into microphone wearing white flowing outfit at Augustine Amphitheatre in St. Augustine, Florida",23.5
WALLOWS_03.JPG,wallows-double-neck-guitar-augustine-amphitheatre-1920w.webp,large,wallows-double-neck-guitar-augustine-amphitheatre-1920w.webp,1638,2048,"Wallows performer playing double-neck guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",826.0
WALLOWS_03.JPG,wallows-double-neck-guitar-augustine-amphitheatre-1200w.webp,medium,wallows-double-neck-guitar-augustine-amphitheatre-1200w.webp,1200,1500,"Wallows performer playing double-neck guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",388.6
WALLOWS_03.JPG,wallows-double-neck-guitar-augustine-amphitheatre-400w.webp,thumb,wallows-double-neck-guitar-augustine-amphitheatre-400w.webp,400,500,"Wallows performer playing double-neck guitar on stage at Augustine Amphitheatre in St. Augustine, Florida",24.9
WALLOWS_04.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-1920w.webp,large,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-1920w.webp,1638,2048,"Wallows guitarist performs on stage with red lighting at Augustine Amphitheatre in St. Augustine, Florida",603.7
WALLOWS_04.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-1200w.webp,medium,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-1200w.webp,1200,1500,"Wallows guitarist performs on stage with red lighting at Augustine Amphitheatre in St. Augustine, Florida",263.6
WALLOWS_04.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-400w.webp,thumb,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-400w.webp,400,500,"Wallows guitarist performs on stage with red lighting at Augustine Amphitheatre in St. Augustine, Florida",20.1
WALLOWS_05.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-3-1920w.webp,large,wallows-live-performance-augustine-amphitheatre-st-augustine-3-1920w.webp,1638,2048,"Wallows performer singing into microphone with green stage lighting at Augustine Amphitheatre in St. Augustine, Florida",141.2
WALLOWS_05.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-3-1200w.webp,medium,wallows-live-performance-augustine-amphitheatre-st-augustine-3-1200w.webp,1200,1500,"Wallows performer singing into microphone with green stage lighting at Augustine Amphitheatre in St. Augustine, Florida",69.5
WALLOWS_05.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-3-400w.webp,thumb,wallows-live-performance-augustine-amphitheatre-st-augustine-3-400w.webp,400,500,"Wallows performer singing into microphone with green stage lighting at Augustine Amphitheatre in St. Augustine, Florida",16.5
WALLOWS_06.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-4-1920w.webp,large,wallows-live-performance-augustine-amphitheatre-st-augustine-4-1920w.webp,1513,2048,"Wallows performer singing passionately into microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",872.4
WALLOWS_06.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-4-1200w.webp,medium,wallows-live-performance-augustine-amphitheatre-st-augustine-4-1200w.webp,1200,1624,"Wallows performer singing passionately into microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",466.6
WALLOWS_06.JPG,wallows-live-performance-augustine-amphitheatre-st-augustine-4-400w.webp,thumb,wallows-live-performance-augustine-amphitheatre-st-augustine-4-400w.webp,400,541,"Wallows performer singing passionately into microphone on stage at Augustine Amphitheatre in St. Augustine, Florida",29.8
WALLOWS_07.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,large,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-2-1920w.webp,1638,2048,"Wallows guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",605.3
WALLOWS_07.JPG,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,medium,wallows-guitarist-performance-augustine-amphitheatre-st-augustine-2-1200w.webp,1200,1500,"Wallows guitarist performing on stage with dramatic lighting at Augustine Amphitheatre in St. Augustine, Florida",260.0
